wolf_ID,capture_date,collar_recovery_death,end_date,Month,Day,Year,last_contact,days_to_inact,days_to_death,days_to_fate,fate,fate_num,Anthro_Natural,min_days_inact_death,collar_status,dissap_event,cause_death,poached,unknown,legal,nonhuman,collision,poa_type,known_fate,death_event,FU_poached,FU_Unk_poa,hunt_season,sex,breeder_disp,age_at_death_year,age_at_death_days,age_at_dissap,age_at_collar,collar expected to quit,wolf_year,Comments
10523,3-Aug-92,8-Jan-94,8-Jan-94,11,29,1994,,,,523,agency_removal,7,,,,0,,0,0,0,0,0,,1,0,,,1,F,,,,,,,1993-94,CAPTURED BECAUSE RECEIVING COMPLAINTS ABOUT WOLF. TAKEN TO SR FOR PROCESSING ON 1/10/94
10580,13-Oct-92,1-Mar-93,1-Mar-93,3,1,1993,,,139,139,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,0.832876712,304,,,,1992-93,
10581,16-Nov-92,29-Mar-93,29-Mar-93,3,29,1993,,,133,133,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,0.909589041,332,,,,1992-93,
10582,5-Apr-93,20-May-00,20-May-00,5,20,2000,,,2602,2602,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,8.057534247,2941,,,,1999-00,
10583,18-Nov-92,,22-Mar-95,3,22,1995,22-Mar-95,854,,854,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,1058,,,1994-95,
10586,23-Aug-93,3-Aug-94,3-Aug-94,8,3,1994,,,345,345,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,1.293150685,472,,,,1993-94,
10587,23-Aug-93,,18-Sep-93,9,18,1993,18-Sep-93,26,,26,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,0,,,153,,,1992-93,
10588,23-Aug-93,17-Jun-94,17-Jun-94,6,17,1994,,,298,298,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,1.164383562,425,,,,1993-94,
10589,23-Aug-93,22-Jun-94,22-Jun-94,6,22,1994,,,303,303,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,1.178082192,430,,,,1993-94,
10590,23-Aug-93,13-Dec-93,13-Dec-93,12,13,1993,,,112,112,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,F,,0.654794521,239,,,,1993-94,
10591,23-Aug-93,16-Aug-94,16-Aug-94,8,16,1994,,,358,358,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,1.328767123,485,,,,1993-94,
10593,6-Apr-95,,24-May-99,5,24,1999,24-May-99,1509,,1509,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,2,,,2227,,,1998-99,
10632,15-Sep-93,27-Feb-94,27-Feb-94,12,5,2001,,,,165,agency_removal,7,,,,0,,0,0,0,0,0,,1,0,,,0,M,,,,,,,1993-94,PLACED IN CAPTIVITY BECAUSE BEING A NUISCANCE ALONG FRYING PAN ROAD. [PLACED WITH 448F
10640,3-Apr-96,26-May-96,26-May-96,5,26,1996,,,,53,agency_removal,7,,,,0,,0,0,0,0,0,,1,0,,,0,M,,,,,,,1995-96,CAUGHT IN BEAR SNARE; HELD @ SR FOR OBSERVATION
10660,17-Oct-93,11-Jan-95,11-Jan-95,1,11,1995,,,,451,agency_removal,7,,,,0,,0,0,0,0,0,,1,0,,,1,F,,,,,,,1994-95,PUT IN PEN AT SR W/504-TO BE SHIPPED TO GSMNP
10661,20-Oct-93,17-May-95,17-May-95,5,17,1995,,,574,574,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,2.084931507,761,,,,1994-95,
10662,21-Oct-93,8-Feb-03,8-Feb-03,2,8,2003,,,3397,3397,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,0,M,,9.821917808,3585,,,,2002-03,
10663,24-Oct-93,14-Jan-97,14-Jan-97,1,14,1997,,,1178,1178,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,M,,3.750684932,1369,,,,1996-97,
10664,27-Jan-94,15-Dec-94,15-Dec-94,12,15,1994,,,322,322,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,1,M,,1.624657534,593,,,,1994-95,
10665,28-Jan-94,,21-Oct-97,10,21,1997,21-Oct-97,1362,,1362,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,2,,,1634,,,1997-98,
10666,31-Jan-94,1-Jan-01,1-Jan-01,1,1,2001,,,2527,2527,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,M,,7.676712329,2802,,,,2000-1,
10668,17-Nov-93,8-Sep-94,8-Sep-94,9,8,1994,,,,295,agency_removal,7,,,,0,,0,0,0,0,0,,1,0,,,0,M,,,,,,,1993-94,668M CAPTURED AND PLACED IN CAPTIVY @ SR ON 09/08/94
10669,17-Nov-93,,23-Nov-93,11,23,1993,23-Nov-93,6,,6,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,206,,,1993-94,
10673,14-Jan-94,,8-Feb-02,2,8,2002,8-Feb-02,2947,,2947,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,2,,,3205,,,2001-02,
10674,20-Feb-94,4-Nov-02,4-Nov-02,11,4,2002,,,3179,3179,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,9.517808219,3474,,,,2002-03,
10675,28-Feb-94,21-Sep-01,21-Sep-01,9,21,2001,,,2762,2762,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,M,,8.397260274,3065,,,,2000-1,
10698,31-Aug-94,27-Jan-95,27-Jan-95,1,27,1995,,,149,149,poached,2,1,,,0,poached,1,0,0,0,0,trap,1,1,2,2,1,F,,0.8,292,,,,1994-95,
11737,22-Oct-10,9-Feb-15,9-Feb-15,2,9,2015,,,,1571,agency_removal,7,,,,0,,0,0,0,0,0,,1,0,,,0,M,,,,,,,2014-15,CAPTURED BY TIM ROSE? FOR FEREBEE
10745,19-Dec-94,13-May-97,13-May-97,5,13,1997,,,876,876,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,3.106849315,1134,,,,1996-97,
10746,23-Dec-94,17-Jan-04,17-Jan-04,1,17,2004,,,3312,3312,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,9.791780822,3574,,,,2003-4,
10747,11-Jan-95,,7-Aug-02,8,7,2002,7-Aug-02,2765,,2765,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,2,,,3046,,,2001-02,
10752,19-Oct-94,21-Aug-99,21-Aug-99,8,21,1999,,,1767,1767,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,5.309589041,1938,,,,1998-99,
10753,19-Oct-94,16-Dec-98,16-Dec-98,12,16,1998,,,1519,1519,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,4.630136986,1690,,,,1998-99,
10754,25-Oct-94,15-Sep-95,15-Sep-95,9,15,1995,,,325,325,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,M,,1.375342466,502,,,,1994-95,
10755,23-Sep-94,9-Dec-95,9-Dec-95,12,9,1995,,,442,442,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.608219178,587,,,,1995-96,
10756,23-Sep-94,12-Mar-02,12-Mar-02,3,12,2002,,,2727,2727,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,F,,7.868493151,2872,,,,2001-02,
10757,23-Sep-94,7-Oct-94,7-Oct-94,10,7,1994,,,14,14,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,1,F,,0.435616438,159,,,,1994-95,
10759,26-Oct-94,20-Nov-95,20-Nov-95,11,20,1995,,,390,390,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,1.608219178,587,,,,1995-96,
10760,26-Oct-94,24-May-96,24-May-96,5,24,1996,,,576,576,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,2.117808219,773,,,,1995-96,
10761,26-Oct-94,,14-Dec-95,12,14,1995,14-Dec-95,414,,414,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,611,,,1995-96,
10763,3-Nov-94,,29-May-97,5,29,1997,29-May-97,938,,938,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,0,,,1128,,,1996-97,
10764,8-Nov-94,16-Mar-95,16-Mar-95,3,16,1995,,,128,128,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,F,,0.884931507,323,,,,1994-95,
10765,24-Jan-96,3-Jul-96,3-Jul-96,7,3,1996,,,161,161,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,2.134246575,779,,,,1995-96,
10766,18-Dec-94,,27-Oct-95,10,27,1995,27-Oct-95,313,,313,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,557,,,1995-96,
10767,7-Feb-97,,26-Jun-97,6,26,1997,26-Jun-97,139,,139,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,1137,,,1996-97,
10769,8-May-96,6-Dec-96,6-Dec-96,12,6,1996,,,212,212,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,M,,2.561643836,935,,,,1996-97,
10771,27-Jan-99,1-Oct-03,1-Oct-03,10,1,2003,,,1708,1708,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,M,,9.4,3431,,,,2003-4,
10772,23-Feb-95,22-Dec-98,22-Dec-98,12,22,1998,,,1398,1398,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,4.646575342,1696,,,,1998-99,
10773,24-Feb-95,26-Jun-95,26-Jun-95,6,26,1995,,,122,122,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,1.153424658,421,,,,1994-95,
10774,25-Feb-95,18-May-98,18-May-98,5,18,1998,,,1178,1178,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,4.049315068,1478,,,,1997-98,
10781,13-Jan-99,31-Dec-99,31-Dec-99,12,31,1999,,,352,352,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,4.747945205,1733,,,,1999-00,
10795,24-May-95,1-Jan-04,1-Jan-04,1,1,2004,,,3144,3144,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,1,M,,9.687671233,3536,,,,2003-04,
10796,11-Feb-96,24-May-96,24-May-96,5,24,1996,,,103,103,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,1.131506849,413,,,,1995-96,
10797,21-Feb-96,16-Apr-01,16-Apr-01,4,16,2001,,,1881,1881,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,6.030136986,2201,,,,2000-1,
10798,16-Mar-96,20-Jan-08,20-Jan-08,1,20,2008,,,4327,4327,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,F,,12.79726027,4671,,,,2007-08,
10799,28-Mar-96,17-Apr-99,17-Apr-99,4,17,1999,,,1115,1115,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,4.030136986,1471,,,,1998-99,
10800,18-Nov-96,,29-Dec-97,12,29,1997,29-Dec-97,406,,406,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,997,,,1997-98,
10803,8-Nov-95,1-Jan-99,1-Jan-99,1,1,1999,,,1150,1150,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,3.682191781,1344,,,,1998-99,
10804,1-Nov-95,,7-Oct-97,10,7,1997,7-Oct-97,706,,706,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,893,,,1997-98,
10807,24-Jun-96,26-Sep-96,26-Sep-96,9,26,1996,,,94,94,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,F,,1.435616438,524,,,,1995-96,
10808,16-Oct-96,17-Jul-01,17-Jul-01,7,17,2001,,,1735,1735,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,6.243835616,2279,,,,2000-01,
10809,2-Dec-95,17-Dec-95,17-Dec-95,12,17,1995,,,15,15,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,1,F,,0.630136986,230,,,,1995-96,
10810,5-Dec-95,,21-Oct-97,10,21,1997,21-Oct-97,686,,686,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,928,,,1997-98,
10811,19-Dec-95,14-Apr-97,14-Apr-97,4,14,1997,,,482,482,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,0,F,,2.021917808,738,,,,1996-97,
10814,29-Jan-96,,9-Mar-96,3,9,1996,9-Mar-96,40,,40,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,1,,,313,,,1995-96,
10815,18-Mar-96,4-Dec-99,4-Dec-99,12,4,1999,,,1356,1356,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,F,,unknown,,,,,1999-00,
10873,6-Nov-96,,20-Oct-98,10,20,1998,20-Oct-98,713,,713,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,921,,,1998-99,
10874,28-Nov-96,4-Feb-04,4-Feb-04,2,4,2004,,,2624,2624,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,8.769863014,3201,,,,2003-04,
10875,20-Mar-97,10-May-98,10-May-98,5,10,1998,,,416,416,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,3.02739726,1105,,,,1997-98,
10876,29-Jan-98,20-Feb-98,20-Feb-98,2,20,1998,,,22,22,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,0.808219178,295,,,,1997-98,
10877,3-Mar-97,,20-Dec-98,12,20,1998,20-Dec-98,657,,657,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,0,,,984,,,1998-99,
10878,27-Feb-97,20-Mar-01,20-Mar-01,3,20,2001,,,1482,1482,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,F,,4.945205479,1805,,,,2000-01,
10879,27-Feb-97,,2-May-97,5,2,1997,2-May-97,64,,64,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,387,,,1996-97,
10880,26-Mar-97,9-Dec-99,9-Dec-99,12,9,1999,,,988,988,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,M,,3.608219178,1317,,,,1999-00,
10881,26-Mar-97,19-May-97,19-May-97,5,19,1997,,,54,54,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,1.049315068,383,,,,1996-97,
10883,2-Jan-97,27-Mar-98,27-Mar-98,3,27,1998,,,449,449,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,1.904109589,695,,,,1997-98,
10884,9-Jan-97,2-Jun-01,2-Jun-01,6,2,2001,,,1605,1605,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,6.093150685,2224,,,,2000-01,
10885,28-Jan-97,,7-Apr-98,4,7,1998,7-Apr-98,434,,434,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,,,,1997-98,
10889,11-Apr-97,28-Mar-00,28-Mar-00,3,28,2000,,,1082,1082,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,0,F,,UNKNOWN,,,,,1999-00,
10890,15-Apr-98,,1-Feb-99,2,1,1999,1-Feb-99,292,,292,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,1,,,655,,,1998-99,
10895,28-Feb-98,27-May-98,27-May-98,5,27,1998,,,88,88,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,1.109589041,405,,,,1997-98,
10898,6-Dec-97,,7-Dec-98,12,7,1998,7-Dec-98,366,,366,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,599,,,1998-99,
10899,7-Dec-97,,7-Jul-98,7,7,1998,7-Jul-98,212,,212,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,446,,,1997-98,
10900,6-Dec-97,,6-Apr-99,4,6,1999,6-Apr-99,486,,486,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,719,,,1998-99,
10904,17-Dec-97,11-Sep-10,11-Sep-10,9,11,2010,,,4651,4651,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,13.4109589,4895,,,,2009-10,
10907,7-Dec-97,,6-Apr-99,4,6,1999,6-Apr-99,485,,485,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,1089,,,1998-99,
10929,30-Mar-99,25-Oct-99,25-Oct-99,10,25,1999,,,209,209,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,2.432876712,888,,,,1999-00,
10930,30-Apr-99,27-Nov-00,27-Nov-00,11,27,2000,,,577,577,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,3.564383562,1301,,,,2000-01,
10933,24-Apr-00,25-May-00,25-May-00,5,25,2000,,,31,31,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,3.068493151,1120,,,,1999-00,
10934,13-Jan-98,14-Jul-98,14-Jul-98,7,14,1998,,,182,182,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,1.246575342,455,,,,1997-98,
10935,19-Mar-98,5-Jun-98,5-Jun-98,6,5,1998,,,78,78,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,1.139726027,416,,,,1997-98,
10936,19-Nov-97,,23-Nov-98,11,23,1998,23-Nov-98,369,,369,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,587,,,1998-99,
10941,30-Jan-98,6-Jul-98,6-Jul-98,7,6,1998,,,157,157,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,1.224657534,447,,,,1997-98,
10943,10-Feb-98,22-Dec-98,22-Dec-98,12,22,1998,,,315,315,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,UNKONWN,,,,,1998-99,
10944,19-Feb-98,21-Jan-99,21-Jan-99,1,21,1999,,,336,336,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,M,,2.726027397,995,,,,1998-99,
10945,8-Mar-98,16-Apr-99,16-Apr-99,4,16,1999,,,404,404,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,1.95890411,715,,,,1998-99,
10946,24-Mar-98,,23-Sep-04,9,23,2004,23-Sep-04,2375,,2375,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,2,,,3798,,,2003-04,
10948,1-Nov-98,2-Nov-02,2-Nov-02,11,2,2002,,,1462,1462,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,5.509589041,2011,,,,2002-03,
10949,13-Nov-98,26-Jan-03,26-Jan-03,1,26,2003,,,1535,1535,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,F,,5.742465753,2096,,,,2002-03,
10950,31-Jul-00,,30-Sep-01,9,30,2001,30-Sep-01,426,,426,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,1257,,,2000-01,
10951,4-Apr-01,28-Apr-01,28-Apr-01,4,28,2001,,,24,24,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,3.019178082,1102,,,,2000-01,
10952,4-Oct-00,,1-Dec-05,12,1,2005,1-Dec-05,1884,,1884,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,2,,,2780,,,2005-06,
10969,10-Nov-98,23-Jan-03,23-Jan-03,1,23,2003,,,1535,1535,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,6.734246575,2458,,,,2002-03,
10970,10-Nov-98,12-May-99,12-May-99,5,12,1999,,,183,183,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,3.030136986,1106,,,,1998-99,
10971,16-Nov-98,15-Sep-00,15-Sep-00,9,15,2000,,,669,669,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,F,,4.378082192,1598,,,,1999-00,
10972,20-Nov-98,8-Jun-00,8-Jun-00,6,8,2000,,,566,566,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,0,F,,2.106849315,769,,,,1999-00,
10973,5-Dec-98,26-May-00,26-May-00,5,26,2000,,,538,538,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,2.071232877,756,,,,1999-00,
10977,26-Feb-99,22-May-01,22-May-01,5,22,2001,,,816,816,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,3.060273973,1117,,,,2000-1,
10978,10-Mar-99,20-Jan-09,20-Jan-09,1,20,2009,,,3604,3604,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,F,,12.73150685,4647,,,,2008-9,
10979,1-Mar-99,,8-Sep-99,9,8,1999,8-Sep-99,191,,191,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,1225,,,1998-99,
10980,5-May-99,9-Nov-05,9-Nov-05,11,9,2005,,,2380,2380,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,M,,7.531506849,2749,,,,2005-06,
10982,29-Sep-00,31-Oct-00,31-Oct-00,10,31,2000,,,,32,agency_removal,7,,,,0,,0,0,0,0,0,,1,0,,,1,F,,,,,,,2000-01,PULLED TO CAPTIVITY DUE TO TOLERANCE OF RESIDENCE
10985,16-Mar-99,25-Apr-01,25-Apr-01,4,25,2001,,,771,771,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,UNKNOWN,,,,,2000-01,
10986,25-Feb-00,,20-Apr-00,4,20,2000,20-Apr-00,55,,55,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,1,,,367,,,1999-00,
10987,8-Nov-99,5-Jul-06,5-Jul-06,7,5,2006,,,2431,2431,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,7.210958904,2632,,,,2005-6,
10989,16-Nov-99,9-Jun-00,9-Jun-00,6,9,2000,,,206,206,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,0,M,,1.136986301,415,,,,1999-00,
10992,14-Nov-99,25-Oct-04,25-Oct-04,10,25,2004,,,1807,1807,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,1,M,,5.517808219,2014,,,,2004-05,
10995,25-Nov-99,,25-Oct-00,10,25,2000,25-Oct-00,335,,335,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,561,,,2000-01,
10998,8-Nov-99,,22-Jan-02,1,22,2002,22-Jan-02,806,,806,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,1015,,,2001-02,
11001,29-Nov-99,,6-Jun-05,6,6,2005,6-Jun-05,2016,,2016,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,2240,,,2004-05,
11022,18-Jun-99,11-Dec-99,11-Dec-99,12,11,1999,,,176,176,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.61369863,589,,,,1999-00,
11024,10-Aug-99,1-Nov-99,1-Nov-99,11,1,1999,,,83,83,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,M,,0.504109589,184,,,,1999-00,
11025,27-Oct-99,17-Nov-99,17-Nov-99,11,17,1999,,,21,21,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,0.547945205,200,,,,1999-00,
11026,1-Nov-99,,3-Apr-00,4,3,2000,3-Apr-00,154,,154,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,1,,,350,,,1999-00,
11027,1-Nov-99,16-Dec-99,16-Dec-99,12,16,1999,,,45,45,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,F,,0.62739726,229,,,,1999-00,
11028,3-Nov-99,21-Nov-03,21-Nov-03,11,21,2003,,,1479,1479,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,4.561643836,1665,,,,2003-04,
11029,4-Nov-99,13-Jun-00,13-Jun-00,6,13,2000,,,222,222,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,1.120547945,409,,,,1999-00,
11030,5-Nov-99,10-Feb-06,10-Feb-06,2,10,2006,,,2289,2289,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,6.78630137,2477,,,,2005-06,
11031,6-Nov-99,13-May-02,13-May-02,5,13,2002,,,919,919,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,3.035616438,1108,,,,2001-02,
11032,6-Nov-99,22-Feb-02,22-Feb-02,2,22,2002,,,839,839,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,3.816438356,1393,,,,2001-02,
11033,8-Nov-99,25-Oct-00,25-Oct-00,10,25,2000,,,352,352,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,F,,1.487671233,543,,,,2000-01,
11034,7-Nov-99,,13-Sep-06,9,13,2006,13-Sep-06,2502,,2502,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,2,,,3057,,,2005-06,
11035,7-Nov-99,1-Feb-07,1-Feb-07,2,1,2007,,,2643,2643,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,F,,7.761643836,2833,,,,2006-07,
11036,8-Nov-99,30-Nov-09,30-Nov-09,11,30,2009,,,3675,3675,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,F,,11.59178082,4231,,,,2009-10,
11037,9-Nov-99,,3-Jan-07,1,3,2007,3-Jan-07,2612,,2612,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,2,,,2804,,,2006-07,
11038,9-Nov-99,22-Jan-01,22-Jan-01,1,22,2001,,,440,440,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,F,,2.731506849,997,,,,2000-01,
11039,10-Nov-99,3-May-03,3-May-03,5,3,2003,,,1270,1270,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,4.008219178,1463,,,,2002-03,
11040,10-Nov-99,11-Mar-01,11-Mar-01,3,11,2001,,,487,487,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,1.895890411,692,,,,2000-01,
11041,13-Nov-99,,6-Mar-00,3,6,2000,6-Mar-00,114,,114,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,675,,,1999-00,
11042,13-Nov-99,,6-Mar-00,3,6,2000,6-Mar-00,114,,114,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,322,,,1999-00,
11043,16-Nov-99,4-Jan-00,4-Jan-00,1,4,2000,,,49,49,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,0.679452055,248,,,,1999-00,
11044,30-Nov-99,27-Sep-06,27-Sep-06,9,27,2006,,,2493,2493,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,F,,8.41369863,3071,,,,2005-06,
