wolf_ID,capture_date,collar_recovery_death,end_date,Month,Day,Year,last_contact,days_to_inact,days_to_death,days_to_fate,fate,fate_num,Anthro_Natural,min_days_inact_death,collar_status,dissap_event,cause_death,poached,unknown,legal,nonhuman,collision,poa_type,known_fate,death_event,FU_poached,FU_Unk_poa,hunt_season,sex,breeder_disp,age_at_death_year,age_at_death_days,age_at_dissap,age_at_collar,collar expected to quit,wolf_year,Comments
11045,8-Dec-99,22-Feb-07,22-Feb-07,2,22,2007,,,2633,2633,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,8.819178082,3219,,,,2006-07,
11048,13-Jan-00,1-Feb-08,1-Feb-08,2,1,2008,,,2941,2941,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,8.761643836,3198,,,,2007-08,
11049,13-Jan-00,9-Dec-06,9-Dec-06,12,9,2006,,,2522,2522,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,7.61369863,2779,,,,2006-07,
11050,18-Feb-00,24-Feb-00,24-Feb-00,2,24,2000,,,6,6,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,0,M,,0.819178082,299,,,,1999-00,
11051,18-Feb-00,,1-Mar-05,3,1,2005,1-Mar-05,1838,,1838,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,1,,,,,,2004-05,
11052,17-Mar-00,7-Mar-02,7-Mar-02,3,7,2002,,,720,720,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,M,,4.852054795,1771,,,,2001-02,
11053,4-Oct-00,1-Sep-03,1-Sep-03,9,1,2003,,,1062,1062,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,5.339726027,1949,,,,2002-03,
11055,7-Apr-00,,18-Dec-01,12,18,2001,18-Dec-01,620,,620,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,2,,,,,,2001-02,
11059,26-May-00,20-May-03,20-May-03,5,20,2003,,,1089,1089,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,3.109589041,1135,,,,2002-03,
11068,21-Dec-00,9-Feb-10,9-Feb-10,2,9,2010,,,3337,3337,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,9.810958904,3581,,,,2009-10,
11069,20-Dec-00,16-Dec-02,16-Dec-02,12,16,2002,,,726,726,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,2.654794521,969,,,,2002-03,
11070,20-Dec-00,20-May-02,20-May-02,5,20,2002,,,516,516,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,2.079452055,759,,,,2001-02,
11071,20-Dec-00,15-Jan-02,15-Jan-02,1,15,2002,,,391,391,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,M,,1.736986301,634,,,,2001-02,
11073,20-Dec-00,11-Feb-04,11-Feb-04,2,11,2004,,,1148,1148,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,3.810958904,1391,,,,2003-04,
11074,20-Dec-00,,18-Dec-01,12,18,2001,18-Dec-01,363,,363,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,606,,,2001-02,
11075,21-Dec-00,10-Mar-02,10-Mar-02,3,10,2002,,,444,444,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,F,,1.884931507,688,,,,2001-02,
11080,9-May-00,4-Mar-05,4-Mar-05,3,4,2005,,,1760,1760,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,UNKNOWN,,,,,2004-5,
11085,28-Nov-00,,9-Aug-11,8,9,2011,9-Aug-11,3906,,3906,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,0,,,4140,,,2010-11,
11086,28-Nov-00,7-Apr-01,7-Apr-01,4,7,2001,,,130,130,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,0.997260274,364,,,,2000-01,
11087,28-Nov-00,1-Dec-01,1-Dec-01,12,1,2001,,,368,368,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.649315068,602,,,,2001-02,
11100,7-Sep-00,28-Jan-03,28-Jan-03,1,28,2003,,,873,873,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,F,,UNKNOWN,,,,,2002-03,
11101,2-Nov-00,13-Nov-01,13-Nov-01,11,13,2001,,,376,376,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,UNKOWN,,,,,2001-02,
11102,11-Nov-00,,1-Feb-01,2,1,2001,1-Feb-01,82,,82,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,,,,2000-01,
11103,21-Nov-00,1-Oct-02,1-Oct-02,10,1,2002,,,679,679,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,M,,unknown,,,,,2002-03,
11104,28-Nov-00,22-Feb-02,22-Feb-02,2,22,2002,,,451,451,poached,2,1,,,0,poached,1,0,0,0,0,trap,1,1,2,2,0,F,,UNKNOWN,,,,,2001-02,
11105,29-Nov-00,29-Dec-11,29-Dec-11,12,29,2011,,,4047,4047,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,11.66849315,4259,,,,2011-12,
11106,29-Nov-00,20-Oct-01,20-Oct-01,10,20,2001,,,325,325,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.471232877,537,,,,2001-02,
11107,1-Dec-00,6-Nov-01,6-Nov-01,11,6,2001,,,340,340,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,1.517808219,554,,,,2001-02,
11108,16-Mar-01,,12-Nov-04,11,12,2004,12-Nov-04,1337,,1337,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,2,,,,,,2004-05,
11109,4-Apr-01,,18-Dec-01,12,18,2001,18-Dec-01,258,,258,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,,,,2001-02,
11110,9-Dec-00,1-Oct-01,1-Oct-01,10,1,2001,,,296,296,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.419178082,518,,,,2001-02,
11112,3-Mar-01,29-Oct-04,29-Oct-04,10,29,2004,,,1336,1336,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,M,,4.498630137,1642,,,,2004-05,
11114,22-Nov-01,18-Dec-02,18-Dec-02,12,18,2002,,,391,391,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,1.687671233,616,,,,2002-03,
11115,22-Nov-01,22-Jul-05,22-Jul-05,7,22,2005,,,1338,1338,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,4.282191781,1563,,,,2004-05,
11132,19-Nov-01,7-Jul-09,7-Jul-09,7,7,2009,,,2787,2787,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,8.246575342,3010,,,,2008-09,
11133,22-Nov-01,18-May-02,18-May-02,5,18,2002,,,177,177,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,1.104109589,403,,,,2001-02,
11134,14-Nov-01,10-Apr-02,10-Apr-02,4,10,2002,,,147,147,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,1,365,,,,2001-02,
11135,13-Nov-01,14-Nov-02,14-Nov-02,11,14,2002,,,366,366,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.597260274,583,,,,2002-03,
11136,18-Jan-02,17-Nov-09,17-Nov-09,11,17,2009,,,2860,2860,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,M,,8.610958904,3143,,,,2009-10,
11140,6-Nov-01,8-Mar-03,8-Mar-03,3,8,2003,,,487,487,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,1.879452055,686,,,,2002-03,
11148,12-Nov-01,,28-Jul-09,7,28,2009,28-Jul-09,2815,,2815,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,2,,,3031,,,2008-09,
11149,27-Mar-02,28-Nov-05,28-Nov-05,11,28,2005,,,1342,1342,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,4.624657534,1688,,,,2005-6,
11152,25-Mar-03,,25-Jan-05,1,25,2005,25-Jan-05,672,,672,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,2,,,1381,,,2004-05,
11162,30-Nov-01,3-Jan-09,3-Jan-09,1,3,2009,,,2591,2591,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,F,,7.726027397,2820,,,,2008-09,
11163,30-Nov-01,13-Aug-09,13-Aug-09,8,13,2009,,,2813,2813,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,8.334246575,3042,,,,2008-09,
11164,17-Nov-01,20-Aug-02,20-Aug-02,8,20,2002,,,276,276,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,0,M,,1.304109589,476,,,,2001-02,
11165,21-Jan-03,10-Nov-09,10-Nov-09,11,10,2009,,,2485,2485,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,8.534246575,3115,,,,2009-10,
11166,1-Nov-02,26-Aug-07,26-Aug-07,8,26,2007,,,1759,1759,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,M,,6.323287671,2308,,,,2006-07,
11167,12-Jan-02,11-Mar-02,11-Mar-02,3,11,2002,,,58,58,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,M,,UNKNOWN,,,,,2001-02,
11168,30-Jan-02,28-Jun-06,28-Jun-06,6,28,2006,,,1610,1610,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,M,,UNKNOWN,,,,,2005-06,
11169,21-Feb-02,24-Mar-08,24-Mar-08,3,24,2008,,,2223,2223,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,UNKNOWN,,,,,2007-08,
11170,31-May-02,1-Jan-11,1-Jan-11,1,1,2011,,,3137,3137,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,F,,UNKNOWN,,,,,2010-11,
11171,5-Apr-02,3-Jun-08,3-Jun-08,6,3,2008,,,2251,2251,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,6.197260274,2262,,,,2007-08,
11173,5-Apr-02,12-Apr-03,12-Apr-03,4,12,2003,,,372,372,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,F,,1.049315068,383,,,,2002-3,
11176,5-Apr-02,7-Feb-05,7-Feb-05,2,7,2005,,,1039,1039,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,2.876712329,1050,,,,2004-05,
11177,7-Dec-02,11-Jul-11,11-Jul-11,7,11,2011,,,3138,3138,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,9.252054795,3377,,,,2010-11,
11178,1-Dec-02,30-Oct-05,30-Oct-05,10,30,2005,,,1064,1064,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,3.553424658,1297,,,,2005-06,
11180,31-Dec-02,4-Jan-05,4-Jan-05,1,4,2005,,,735,735,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,1,F,,2.734246575,998,,,,2004-05,
11181,5-Dec-02,6-Nov-04,6-Nov-04,11,6,2004,,,702,702,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,2.57260274,939,,,,2004-05,
11183,12-Dec-02,,2-Dec-03,12,2,2003,2-Dec-03,355,,355,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,591,,,2003-04,
11184,26-Nov-02,,4-Nov-03,11,4,2003,4-Nov-03,343,,343,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,563,,,2003-04,
11185,24-Mar-03,21-Apr-10,21-Apr-10,4,21,2010,,,2585,2585,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,8.038356164,2934,,,,2009-10,
11186,20-Feb-03,,2-Dec-03,12,2,2003,2-Dec-03,285,,285,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,602,,,2003-04,
11187,19-Mar-03,8-Apr-03,8-Apr-03,4,8,2003,,,20,20,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,0,M,,0.997260274,364,,,,2002-03,
11188,6-Dec-03,1-Feb-05,1-Feb-05,2,1,2005,,,423,423,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,0,M,,2.819178082,1029,,,,2004-05,
11190,12-Mar-03,29-Apr-04,29-Apr-04,4,29,2004,,,414,414,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,2.057534247,751,,,,2003-04,
11199,5-May-02,10-Dec-09,10-Dec-09,12,10,2009,,,2776,2776,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,M,,7.643835616,2790,,,,2009-10,
11202,5-May-02,13-Apr-04,13-Apr-04,4,13,2004,,,709,709,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,1.980821918,723,,,,2003-4,
11205,23-Feb-03,31-Dec-06,31-Dec-06,12,31,2006,,,1407,1407,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,4.745205479,1732,,,,2006-07,
11206,24-Feb-04,,15-Dec-06,12,15,2006,15-Dec-06,1025,,1025,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,2,,,1710,,,2006-07,
11207,10-Jun-03,30-Dec-10,30-Dec-10,12,30,2010,,,2760,2760,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,F,,8.728767123,3186,,,,2010-11,
11233,16-Nov-02,16-Apr-04,16-Apr-04,4,16,2004,,,517,517,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,1.989041096,726,,,,2003-04,
11234,16-Nov-02,19-Jun-04,19-Jun-04,6,19,2004,,,581,581,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,2.164383562,790,,,,2003-04,
11235,17-Nov-02,,26-Aug-03,8,26,2003,26-Aug-03,282,,282,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,1,,,492,,,2002-03,
11236,17-Nov-02,7-Jun-03,7-Jun-03,6,7,2003,,,202,202,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,1.128767123,412,,,,2002-03,
11237,9-Dec-02,13-Dec-04,13-Dec-04,12,13,2004,,,735,735,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,2.695890411,984,,,,2004-05,
11238,18-Jan-05,28-Oct-13,28-Oct-13,10,28,2013,,,3205,3205,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,10.52876712,3843,,,,2013-14,
11240,16-Jan-04,3-Feb-06,3-Feb-06,2,3,2006,,,749,749,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,2.791780822,1019,,,,2005-06,
11243,13-Nov-03,24-Dec-05,24-Dec-05,12,24,2005,,,772,772,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,2.679452055,978,,,,2005-06,
11246,27-Nov-03,,26-Oct-07,10,26,2007,26-Oct-07,1429,,1429,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,1654,,,2007-08,
11248,26-Nov-03,11-Aug-08,11-Aug-08,8,11,2008,,,1720,1720,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,F,,5.326027397,1944,,,,2007-08,
11249,26-Nov-03,1-Oct-04,1-Oct-04,10,1,2004,,,310,310,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,F,,1.463013699,534,,,,2004-05,
11259,13-Feb-04,5-Mar-04,5-Mar-04,3,5,2004,,,21,21,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,0.893150685,326,,,,2003-04,
11266,17-Nov-03,,23-Sep-04,9,23,2004,23-Sep-04,311,,311,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,520,,,2003-04,
11267,17-Nov-03,19-Feb-04,19-Feb-04,2,19,2004,,,94,94,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,0.830136986,303,,,,2003-04,
11268,17-Nov-03,13-Oct-09,13-Oct-09,10,13,2009,,,2157,2157,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,1,F,,6.482191781,2366,,,,2009-10,
11269,20-Nov-03,16-Dec-04,16-Dec-04,12,16,2004,,,392,392,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,M,,1.654794521,604,,,,2004-5,
11270,16-Nov-03,,2-Aug-05,8,2,2005,2-Aug-05,625,,625,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,1,,,833,,,2004-05,
11293,10-Nov-03,,25-Oct-04,10,25,2004,25-Oct-04,350,,350,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,543,,,2004-05,
11294,9-Dec-03,1-Nov-05,1-Nov-05,11,1,2005,,,693,693,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,2.534246575,925,,,,2005-6,
11295,6-Nov-03,1-Dec-04,1-Dec-04,12,1,2004,,,391,391,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.616438356,590,,,,2004-05,
11296,10-Nov-03,11-Feb-04,11-Feb-04,2,11,2004,,,93,93,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,0.783561644,286,,,,2003-04,
11298,26-Feb-04,,9-Feb-11,2,9,2011,9-Feb-11,2540,,2540,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,2,,,2841,,,2010-11,
11299,23-Dec-04,5-Dec-06,5-Dec-06,12,5,2006,,,712,712,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,M,,2.654794521,969,,,,2006-07,
11300,18-Nov-04,27-Feb-15,27-Feb-15,2,27,2015,,,3753,3753,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,F,,10.88493151,3973,,,,2014-15,
11301,18-Nov-04,26-Aug-14,26-Aug-14,8,26,2014,,,3568,3568,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,10.37808219,3788,,,,2013-14,
11303,17-Nov-04,23-May-05,23-May-05,5,23,2005,,,187,187,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,1.112328767,406,,,,2004-05,
11306,17-Jan-05,,14-Dec-05,12,14,2005,14-Dec-05,331,,331,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,607,,,2005-06,
11307,10-Dec-04,1-Mar-05,1-Mar-05,3,1,2005,,,81,81,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,M,,0.873972603,319,,,,2004-5,
11308,10-Dec-04,16-May-06,16-May-06,5,16,2006,,,522,522,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,2.082191781,760,,,,2005-06,
11310,10-Mar-05,2-Dec-05,2-Dec-05,12,2,2005,,,267,267,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.630136986,595,,,,2005-06,
11312,10-Jun-05,27-Nov-07,27-Nov-07,11,27,2007,,,900,900,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,1,F,,3.616438356,1320,,,,2007-08,
11313,21-Jan-06,8-Nov-10,8-Nov-10,11,8,2010,,,1752,1752,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,6.561643836,2395,,,,2010-11,
11314,11-Dec-04,17-Aug-05,17-Aug-05,8,17,2005,,,249,249,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,1.331506849,486,,,,2004-05,
11316,7-Apr-05,26-Aug-13,26-Aug-13,8,26,2013,,,3063,3063,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,9.369863014,3420,,,,2012-13,
11318,18-Nov-04,,29-Apr-05,4,29,2005,29-Apr-05,162,,162,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,379,,,2004-05,
11319,17-Nov-04,13-Dec-07,13-Dec-07,12,13,2007,,,1121,1121,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,3.663013699,1337,,,,2007-08,
11320,19-Nov-04,22-Apr-05,22-Apr-05,4,22,2005,,,154,154,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,1.019178082,372,,,,2004-05,
11321,17-Nov-04,30-Oct-07,30-Oct-07,10,30,2007,,,1077,1077,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,3.542465753,1293,,,,2007-08,
11322,17-Nov-04,8-Nov-05,8-Nov-05,11,8,2005,,,356,356,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,1.567123288,572,,,,2005-06,
11323,4-Nov-06,,16-Feb-09,2,16,2009,16-Feb-09,835,,835,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,2,,,1770,,,2008-09,
11326,7-Feb-05,,29-Dec-08,12,29,2008,29-Dec-08,1421,,1421,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,2,,,1721,,,2008-09,
11327,4-Feb-05,,15-Nov-05,11,15,2005,15-Nov-05,284,,284,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,0,,,581,,,2005-06,
11328,8-Feb-05,,20-Dec-05,12,20,2005,20-Dec-05,315,,315,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,0,,,616,,,2005-06,
11333,18-Jan-06,,27-May-15,5,27,2015,27-May-15,3416,,3416,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,0,,,4058,,,2014-15,
11334,3-Dec-04,17-Feb-05,17-Feb-05,2,17,2005,,,76,76,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,0.84109589,307,,,,2004-05,
11342,11-Mar-05,16-Oct-06,16-Oct-06,10,16,2006,,,584,584,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,2.490410959,909,,,,2006-07,
11356,28-Sep-05,7-Dec-05,7-Dec-05,12,7,2005,,,70,70,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,F,,1.602739726,585,,,,2005-06,
11357,3-Dec-04,,1-Dec-13,12,1,2013,1-Dec-13,3285,,3285,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,0,,,3501,,,2013-14,
11358,17-Nov-04,5-Nov-10,5-Nov-10,11,5,2010,,,2179,2179,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,6.517808219,2379,,,,2010-11,
11373,10-Nov-04,,23-Oct-08,10,23,2008,23-Oct-08,1443,,1443,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,0,,,1636,,,2008-09,
11374,13-Nov-04,23-Oct-08,23-Oct-08,10,23,2008,,,1440,1440,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,4.482191781,1636,,,,2008-09,
11418,6-Jan-06,13-Nov-07,13-Nov-07,11,13,2007,,,676,676,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,2.569863014,938,,,,2007-08,
11419,23-Jan-06,22-Nov-10,22-Nov-10,11,22,2010,,,1764,1764,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,F,,5.597260274,2043,,,,2010-11,
11421,13-Dec-05,30-Dec-09,30-Dec-09,12,30,2009,,,1478,1478,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,M,,4.723287671,1724,,,,2009-10,
11424,6-Jun-05,,16-May-07,5,16,2007,16-May-07,709,,709,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,2,,,759,,,2006-07,
11425,29-Jan-06,1-Apr-07,1-Apr-07,4,1,2007,,,427,427,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,1.956164384,714,,,,2006-07,
11426,23-Jan-06,26-Oct-07,26-Oct-07,10,26,2007,,,641,641,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,1,M,,2.526027397,922,,,,2007-8,
11427,6-Jun-05,,23-Mar-07,3,23,2007,23-Mar-07,655,,655,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,705,,,2006-07,
11428,6-Jun-05,30-Nov-06,30-Nov-06,11,30,2006,,,542,542,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,1.621917808,592,,,,2006-07,
11429,21-Jan-06,14-Nov-10,14-Nov-10,11,14,2010,,,1758,1758,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,5.580821918,2037,,,,2010-11,
11430,25-Jan-06,27-Aug-09,27-Aug-09,8,27,2009,,,1310,1310,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,4.364383562,1593,,,,2008-09,
11431,6-Jun-05,,7-Mar-07,3,7,2007,7-Mar-07,639,,639,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,689,,,2006-07,
11435,31-Jan-06,1-May-08,1-May-08,5,1,2008,,,821,821,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,3.043835616,1111,,,,2007-08,
11436,10-Dec-05,3-Dec-09,3-Dec-09,12,3,2009,,,1454,1454,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,4.61369863,1684,,,,2009-10,
11438,11-Dec-05,23-Jan-06,23-Jan-06,1,23,2006,,,43,43,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,1,F,,0.750684932,274,,,,2005-6,
11439,11-Dec-05,,13-Apr-09,4,13,2009,13-Apr-09,1219,,1219,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,1450,,,2008-09,
11440,25-Jan-06,,10-Jul-13,7,10,2013,10-Jul-13,2723,,2723,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,0,,,2999,,,2012-13,
11441,10-Dec-05,26-Aug-06,26-Aug-06,8,26,2006,,,259,259,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,1.339726027,489,,,,2005-06,
11445,26-Oct-06,,26-Oct-07,10,26,2007,26-Oct-07,365,,365,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,915,,,2007-08,
11448,15-Feb-06,9-Nov-13,9-Nov-13,11,9,2013,,,2824,2824,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,8.550684932,3121,,,,2013-14,
11450,12-Jan-07,,14-Jun-07,6,14,2007,14-Jun-07,153,,153,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,0,,,787,,,2006-07,
11451,16-Jan-06,19-Apr-07,19-Apr-07,4,19,2007,,,458,458,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,F,,2.002739726,731,,,,2006-07,
